name,calories,fat,carbs,restaurant
Side Caesar Salad (Includes Dressing) ,160,13,8,Romano's Macaroni Grill
Market Chop (Includes Dressing) ,480,37,11,Romano's Macaroni Grill
"Warm Spinach Salad (Includes Dressing, No Protein) ",340,25,17,Romano's Macaroni Grill
Pomodorina Soup ,190,12,16,Romano's Macaroni Grill
Carbonara ,1260,68,101,Romano's Macaroni Grill
Lasagna Bolognese ,720,38,46,Romano's Macaroni Grill
Chicken Marsala ,810,35,61,Romano's Macaroni Grill
Florentine Steak &amp; Frites ,1670,113,77,Romano's Macaroni Grill
Alfredo Sauce ,880,79,14,Romano's Macaroni Grill
Roasted Mushrooms ,25,2,1,Romano's Macaroni Grill
Chicken Strips With Broccolini ,380,20,25,Romano's Macaroni Grill
Gelato: Double Vanilla ,290,12,40,Romano's Macaroni Grill
Minute Maid® Lemonade ,150,0,46,Romano's Macaroni Grill
Mediterranean Olives (Without Bread) ,150,16,4,Romano's Macaroni Grill
Roasted Turkey ,600,25,52,Romano's Macaroni Grill
Caesar Salad (Includes Dressing) ,160,13,8,Romano's Macaroni Grill
Parmesan-Crusted Chicken (Includes Dressing) ,930,58,53,Romano's Macaroni Grill
Smoky Shrimp Flatbread ,1180,66,77,Romano's Macaroni Grill
Fettuccine Alfredo With Chicken ,1470,88,94,Romano's Macaroni Grill
Shrimp Portofino ,900,60,57,Romano's Macaroni Grill
Pan-Seared Branzino ,570,36,29,Romano's Macaroni Grill
Spaghetti ,340,6,61,Romano's Macaroni Grill
Cannellini Beans ,15,0,3,Romano's Macaroni Grill
Rosemary Ham ,260,18,2,Romano's Macaroni Grill
Spaghetti &amp; Pomodoro ,310,9,46,Romano's Macaroni Grill
Blood Orange Italian Soda ,130,0,31,Romano's Macaroni Grill
Italian Mojito ,290,0,33,Romano's Macaroni Grill
Crispy Fresh Mozzarella ,790,66,20,Romano's Macaroni Grill
Zucchini Fritti ,840,51,81,Romano's Macaroni Grill
Lentil Soup ,440,12,28,Romano's Macaroni Grill
Caesar (Includes Dressing) ,420,39,11,Romano's Macaroni Grill
Add Scallops ,280,15,4,Romano's Macaroni Grill
Margherita Pizza ,840,31,101,Romano's Macaroni Grill
Carmela’S Chicken ,930,31,111,Romano's Macaroni Grill
Mushroom Ravioli ,900,62,52,Romano's Macaroni Grill
Pollo Caprese ,560,22,31,Romano's Macaroni Grill
Gluten-Free Penne ,400,2,91,Romano's Macaroni Grill
Pomodoro Sauce ,190,10,15,Romano's Macaroni Grill
Pancetta ,400,37,2,Romano's Macaroni Grill
Pepperoni Pizza ,440,17,48,Romano's Macaroni Grill
Sorbet: White Peach ,160,0,39,Romano's Macaroni Grill
Cranberry Orange Spritz ,140,0,36,Romano's Macaroni Grill
Wine - 6 Ounces ,150,0,5,Romano's Macaroni Grill
Market Chop (Includes Dressing) ,1010,71,33,Romano's Macaroni Grill
Roasted Chicken &amp; Arugula Flatbread ,1060,50,83,Romano's Macaroni Grill
Fettuccine Alfredo ,1180,73,91,Romano's Macaroni Grill
Penne Rustica ,1160,49,110,Romano's Macaroni Grill
Grilled Shrimp Spiedini ,380,9,41,Romano's Macaroni Grill
Rigatoni ,450,4,91,Romano's Macaroni Grill
Broccolini ,10,0,2,Romano's Macaroni Grill
Roasted Chicken ,290,16,3,Romano's Macaroni Grill
Spaghetti &amp; Meatballs ,460,23,51,Romano's Macaroni Grill
White Peach Italian Soda ,130,0,31,Romano's Macaroni Grill
Blood Orange Cosmo ,200,0,14,Romano's Macaroni Grill
Light Beer - 12 Ounces ,110,0,7,Romano's Macaroni Grill
Primo Pepperoni Pizza ,980,41,97,Romano's Macaroni Grill
Eggplant Parmesan ,950,56,76,Romano's Macaroni Grill
Pasta Milano ,1010,42,111,Romano's Macaroni Grill
Grilled King Salmon ,1110,68,71,Romano's Macaroni Grill
Penne ,450,4,91,Romano's Macaroni Grill
Asparagus ,5,0,1,Romano's Macaroni Grill
Ricotta Meatballs ,290,19,9,Romano's Macaroni Grill
Spaghetti &amp; Meat Sauce ,420,16,48,Romano's Macaroni Grill
Tiramisu ,690,48,54,Romano's Macaroni Grill
Bellini Cipriani ,120,0,7,Romano's Macaroni Grill
Beer - 12 Ounces ,150,0,11,Romano's Macaroni Grill
Creole Catch - F&amp;T ,335,15,9,Ruby Tuesday
Sugar Snap Peas - F&amp;T ,113,6,8,Ruby Tuesday
Grilled Chicken Salad ,795,28,48,Ruby Tuesday
White Bean Chicken Chili ,300,10,37,Ruby Tuesday
Fire Wings ,178,11,4,Ruby Tuesday
Baja Chicken Tacos ,712,40,41,Ruby Tuesday
Petite Chicken Fresco ,397,21,25,Ruby Tuesday
Turkey Minis ,791,40,81,Ruby Tuesday
Jamaican Jerk Shrimp ,625,12,99,Ruby Tuesday
Asiago Peppercorn Sirloin* ,401,20,3,Ruby Tuesday
Chicken Bella ,405,18,8,Ruby Tuesday
Petite Sirloin* &amp; Lobster Tail ,494,25,3,Ruby Tuesday
Triple Prime Cheddar Burger* ,1076,77,47,Ruby Tuesday
Fresh Steamed Broccoli ,53,2,7,Ruby Tuesday
Roasted Spaghetti Squash ,54,3,6,Ruby Tuesday
New Orleans Seafood ,365,19,2,Ruby Tuesday
Kid Mac 'n Cheese ,680,37,61,Ruby Tuesday
Fresh Grilled Zucchini ,41,2,4,Ruby Tuesday
Bella Chicken Omelet ,1262,53,23,Ruby Tuesday
Freshly Made Lemonade - Blackberry ,203,0,9,Ruby Tuesday
POM Tea ,94,2,13,Ruby Tuesday
Blondie for Two ,918,40,129,Ruby Tuesday
Freshly Made Lemonade - Raspberry ,199,0,8,Ruby Tuesday
Tropical Sunrise ,193,2,22,Ruby Tuesday
Spaghetti Squash Marinara - F&amp;T,257,12,29,Ruby Tuesday
Petite Creole Catch - F&amp;T ,284,14,18,Ruby Tuesday
Creole Catch ,240,10,0,Ruby Tuesday
White Cheddar Mashed Potatoes ,223,14,21,Ruby Tuesday
Fried Mozzarella ,101,4,10,Ruby Tuesday
Grilled Chicken Salad ,795,28,48,Ruby Tuesday
Petite Zucchini Cakes ,397,19,38,Ruby Tuesday
Baja Chicken Quesadilla ,1503,95,57,Ruby Tuesday
Herb-Crusted Tilapia ,401,24,11,Ruby Tuesday
Asian Sesame Glazed Half-Rack ,506,29,16,Ruby Tuesday
Barbecue Grilled Chicken ,295,4,16,Ruby Tuesday
Alpine Swiss Burger* ,1017,65,60,Ruby Tuesday
Buffalo Chicken Burger ,888,49,70,Ruby Tuesday
White Cheddar Mashed Potatoes ,223,14,21,Ruby Tuesday
Sweet Potato Fries ,330,12,54,Ruby Tuesday
Mediterranean Shrimp Pasta ,1090,62,80,Ruby Tuesday
Kid Pasta Marinara ,469,7,86,Ruby Tuesday
Honest Kids Super Fruit Punch ,40,0,10,Ruby Tuesday
Mini Benedicts - Crispy Southern Chicken ,949,57,79,Ruby Tuesday
Freshly Made Lemonade - Pomegranate ,195,0,12,Ruby Tuesday
Berry Fusion ,148,0,5,Ruby Tuesday
Double Chocolate Cake ,813,36,114,Ruby Tuesday
Handcrafted Fruit Tea - Blackberry ,142,2,10,Ruby Tuesday
Filet* ,402,21,2,Ruby Tuesday
Fresh Grilled Zucchini - F&amp;T ,41,2,4,Ruby Tuesday
Petite Sliced Sirloin* - F&amp;T ,398,21,20,Ruby Tuesday
New Orleans Seafood ,365,19,2,Ruby Tuesday
Creamy Mashed Cauliflower ,136,8,14,Ruby Tuesday
Southwestern Spring Rolls ,158,8,18,Ruby Tuesday
Blue Cheese Iceberg Tower - entrée ,1066,90,28,Ruby Tuesday
Petite Spaghetti Squash Marinara ,177,9,17,Ruby Tuesday
Crab Cake Dinner,300,20,14,Ruby Tuesday
Chef's Cut Sirloin* ,564,29,5,Ruby Tuesday
Memphis Dry Rub Half-Rack ,460,29,6,Ruby Tuesday
Chicken &amp; Broccoli Pasta ,1521,92,96,Ruby Tuesday
Boston Blue Burger* ,1165,72,82,Ruby Tuesday
Avocado Grilled Chicken Sandwich,936,47,56,Ruby Tuesday
Onion Rings ,342,19,37,Ruby Tuesday
Sauteed Baby Portabella Mushrooms ,140,10,6,Ruby Tuesday
Asiago Peppercorn Sirloin* ,401,20,3,Ruby Tuesday
Kid Turkey Minis ,679,36,58,Ruby Tuesday
Berry Good Yogurt Parfait ,162,3,28,Ruby Tuesday
Sunrise Quesadilla - Bacon Avocado ,1653,121,49,Ruby Tuesday
Freshly Made Lemonade - Strawberry ,206,0,16,Ruby Tuesday
Peach Splash ,152,0,9,Ruby Tuesday
New York Cheesecake ,736,60,84,Ruby Tuesday
Handcrafted Fruit Tea - Mixed Berry ,142,2,9,Ruby Tuesday
Petite Sirloin* &amp; Lobster Mac 'n Cheese ,903,51,35,Ruby Tuesday
Fresh Grilled Asparagus (when in season) - F&amp;T ,78,5,5,Ruby Tuesday
Petite Chicken Fresco - F&amp;T ,397,21,25,Ruby Tuesday
Grilled Chicken Wrap ,463,17,43,Ruby Tuesday
Baked Potato - Plain ,259,2,52,Ruby Tuesday
Queso &amp; Chips ,317,20,28,Ruby Tuesday
Carolina Chicken Salad ,1101,46,52,Ruby Tuesday
Petite Parmesan Shrimp Pasta ,678,36,54,Ruby Tuesday
Asian Glazed Salmon ,417,25,14,Ruby Tuesday
New Orleans Seafood ,365,19,2,Ruby Tuesday
Classic Barbecue Half-Rack ,500,24,29,Ruby Tuesday
Parmesan Shrimp Pasta ,1065,54,88,Ruby Tuesday
Bacon Cheeseburger* ,1007,67,58,Ruby Tuesday
Chicken BLT ,898,48,70,Ruby Tuesday
Baked Mac 'n Cheese ,465,28,32,Ruby Tuesday
Sugar Snap Peas ,113,6,8,Ruby Tuesday
Cajun Jambalaya Pasta ,930,44,76,Ruby Tuesday
Kid Sundae ,392,19,53,Ruby Tuesday
Garlic Cheese Biscuit ,110,5,12,Ruby Tuesday
Mini Benedicts - Steak ,934,54,72,Ruby Tuesday
Freshly Made Lemonade - Raspberry ,199,0,8,Ruby Tuesday
Tropical Sunrise ,193,2,22,Ruby Tuesday
Italian Cream Cake ,990,56,110,Ruby Tuesday
Handcrafted Fruit Tea - Mango ,94,3,9,Ruby Tuesday
Seafood Trio ,522,34,7,Ruby Tuesday
Jumbo Lump Crab Cake - F&amp;T ,385,29,15,Ruby Tuesday
Fresh Grilled Green Beans - F&amp;T ,45,2,5,Ruby Tuesday
Petite Zucchini Cakes - F&amp;T ,397,19,38,Ruby Tuesday
Plain Grilled Chicken ,226,4,0,Ruby Tuesday
Sugar Snap Peas ,113,6,8,Ruby Tuesday
Spinach Artichoke Dip ,310,19,27,Ruby Tuesday
Blue Cheese Iceberg Tower - add-on ,607,53,14,Ruby Tuesday
Broccoli &amp; Cheese Soup ,466,39,17,Ruby Tuesday
Grilled Salmon ,291,17,0,Ruby Tuesday
Petite Sirloin* ,382,22,3,Ruby Tuesday
Jumbo Shrimp Skewer add-on - 1 skewer ,81,6,0,Ruby Tuesday
Spaghetti Squash Marinara ,257,12,29,Ruby Tuesday
Classic Cheeseburger* ,947,61,58,Ruby Tuesday
Turkey Burger ,801,48,56,Ruby Tuesday
French Fries ,396,18,55,Ruby Tuesday
Spinach Artichoke Dip ,1239,77,107,Ruby Tuesday
Kid Chicken Breast ,282,11,19,Ruby Tuesday
Kid Side of White Cheddar Mashed Potatoes ,112,7,11,Ruby Tuesday
Steak* &amp; Eggs ,1100,39,7,Ruby Tuesday
Sunrise Quesadilla - California Club ,1787,123,50,Ruby Tuesday
Handcrafted Fruit Tea - Blackberry ,142,2,10,Ruby Tuesday
Red Velvet Cupcake ,285,11,45,Ruby Tuesday
Tiramisu ,545,29,66,Ruby Tuesday
Handcrafted Fruit Tea - Peach ,137,2,9,Ruby Tuesday
Kid Pasta Marinara (with linguini) ,405,7,72,Ruby Tuesday
Grilled Salmon - F&amp;T ,386,22,9,Ruby Tuesday
Petite Jumbo Shrimp Scampi - F&amp;T ,279,16,18,Ruby Tuesday
Chicken Bella ,405,18,8,Ruby Tuesday
Fresh Steamed Broccoli ,53,2,7,Ruby Tuesday
Fresh Guacamole Dip ,293,19,28,Ruby Tuesday
Asian Chicken Lettuce Wraps ,61,1,1,Ruby Tuesday
Petite Sliced Sirloin* ,398,21,20,Ruby Tuesday
Zucchini Cake Minis ,824,36,112,Ruby Tuesday
Tilapia Trio ,1071,53,76,Ruby Tuesday
Triple Prime Meatloaf ,559,34,37,Ruby Tuesday
Chicken Three Ways ,1053,41,86,Ruby Tuesday
Lobster Mac 'n Cheese &amp; Garden Bar ,521,29,32,Ruby Tuesday
Avocado Turkey Burger ,968,61,57,Ruby Tuesday
Loaded Baked Potato ,568,28,54,Ruby Tuesday
Sliced Tomatoes with balsamic vinaigrette ,52,1,15,Ruby Tuesday
Dockside Grill Trio ,806,35,73,Ruby Tuesday
Kid Beef Minis ,779,46,58,Ruby Tuesday
Fresh Grilled Green Beans ,45,2,5,Ruby Tuesday
Crabacado Omelet ,1099,47,17,Ruby Tuesday
Freshly Made Lemonade - Wild Berry ,203,0,8,Ruby Tuesday
RT Palmer ,105,2,15,Ruby Tuesday
Chocolate Chip Cookie (each) ,180,9,24,Ruby Tuesday
Freshly Made Lemonade - Strawberry ,206,0,16,Ruby Tuesday
Strawberry Fizz ,161,1,11,Ruby Tuesday
Chicken Bella - F&amp;T ,500,23,17,Ruby Tuesday
Sliced Tomatoes with balsamic vinaigrette - F&amp;T ,52,1,15,Ruby Tuesday
Petite Carolina Chicken Salad - F&amp;T ,443,15,24,Ruby Tuesday
Turkey Burger Wrap ,591,28,47,Ruby Tuesday
Chicken Tenders - Traditional ,113,5,4,Ruby Tuesday
Baja Chicken Quesadilla ,376,24,14,Ruby Tuesday
Petite Creole Catch ,284,14,18,Ruby Tuesday
Ruby Minis ,915,53,78,Ruby Tuesday
Jumbo Skewered Shrimp ,242,19,0,Ruby Tuesday
Top Sirloin* ,468,25,4,Ruby Tuesday
Chicken Fresco ,397,19,10,Ruby Tuesday
Shellfish Trio ,343,20,7,Ruby Tuesday
Triple Prime Burger* ,916,63,47,Ruby Tuesday
Garlic Cheese Biscuit ,110,5,12,Ruby Tuesday
Fresh Grilled Zucchini ,41,2,4,Ruby Tuesday
Blackened Tilapia with mango salsa ,265,10,5,Ruby Tuesday
Kid Grilled Cheese ,664,31,76,Ruby Tuesday
Sugar Snap Peas ,113,6,8,Ruby Tuesday
Western Omelet ,1381,65,18,Ruby Tuesday
Kids French Toast ,315,13,37,Ruby Tuesday
Handcrafted Fruit Tea - Raspberry ,142,2,10,Ruby Tuesday
Blondie for One ,541,23,77,Ruby Tuesday
Freshly Made Lemonade - Pomegranate ,195,0,12,Ruby Tuesday
RT Palmer ,105,2,15,Ruby Tuesday
Chicken &amp; Broccoli Pasta (with linguini) ,1674,96,80,Ruby Tuesday
Petite Sirloin* - F&amp;T ,476,27,12,Ruby Tuesday
Fresh Steamed Broccoli - F&amp;T ,53,2,7,Ruby Tuesday
Petite Parmesan Shrimp Pasta - F&amp;T ,678,36,54,Ruby Tuesday
Plain Grilled Petite Sirloin* ,289,12,3,Ruby Tuesday
Brown-Rice Pilaf ,202,5,35,Ruby Tuesday
Shrimp Fondue ,306,19,24,Ruby Tuesday
Petite Grilled Chicken Salad ,377,10,23,Ruby Tuesday
White Bean Chicken Chili ,300,10,37,Ruby Tuesday
Salmon Florentine ,434,27,7,Ruby Tuesday
Petite Sirloin* &amp; Lobster Tail ,494,25,3,Ruby Tuesday
Jumbo Shrimp Skewer add-on - 2 skewers ,161,13,0,Ruby Tuesday
Lobster Carbonara ,1406,95,80,Ruby Tuesday
Ruby's Classic Burger* ,877,55,57,Ruby Tuesday
Baked Potato - Plain ,259,2,52,Ruby Tuesday
Brown-Rice Pilaf ,202,5,35,Ruby Tuesday
Shrimp Fondue ,1225,75,95,Ruby Tuesday
Kid Chicken Tenders ,434,21,27,Ruby Tuesday
Kid Side of Apples ,59,0,16,Ruby Tuesday
Cranapple Crepês ,1137,34,194,Ruby Tuesday
French Toast ,701,39,58,Ruby Tuesday
Handcrafted Fruit Tea - Mango ,94,3,9,Ruby Tuesday
Carrot Cake Cupcake ,325,16,45,Ruby Tuesday
White Chocolate Macadamia Nut Cookie (each) ,200,12,23,Ruby Tuesday
Handcrafted Fruit Tea - Raspberry ,142,2,10,Ruby Tuesday
Boston Blue Triple Prime Burger* ,1204,79,73,Ruby Tuesday
Barbecue Grilled Chicken - F&amp;T ,390,9,25,Ruby Tuesday
Roasted Spaghetti Squash - F&amp;T ,54,3,6,Ruby Tuesday
Petite Grilled Chicken Salad - F&amp;T ,377,10,23,Ruby Tuesday
Plain Grilled Top Sirloin* ,375,15,4,Ruby Tuesday
Asian Dumplings ,115,5,12,Ruby Tuesday
Jumbo Lump Crab Cake ,96,7,4,Ruby Tuesday
Petite Jumbo Shrimp Scampi ,279,16,18,Ruby Tuesday
Buffalo Chicken Minis ,763,36,89,Ruby Tuesday
Creole Catch ,240,10,0,Ruby Tuesday
Rib Eye* ,912,71,7,Ruby Tuesday
Large Fried Shrimp add-on ,560,29,47,Ruby Tuesday
Chicken &amp; Mushroom Alfredo ,1253,64,88,Ruby Tuesday
Triple Prime Bacon Cheddar Burger* ,1136,82,47,Ruby Tuesday
Creamy Mashed Cauliflower ,136,8,14,Ruby Tuesday
Fresh Grilled Green Beans ,45,2,5,Ruby Tuesday
Shellfish Trio ,343,20,7,Ruby Tuesday
Kid Fried Shrimp ,444,23,41,Ruby Tuesday
Fresh Steamed Broccoli ,53,2,7,Ruby Tuesday
Spinach &amp; Mushroom Omelet ,1144,44,22,Ruby Tuesday
Kids Patty Cakes ,621,34,62,Ruby Tuesday
Handcrafted Fruit Tea - Peach ,137,2,9,Ruby Tuesday
Berry Good Yogurt Parfait ,162,3,28,Ruby Tuesday
Freshly Made Lemonade - Mixed Berry ,203,0,8,Ruby Tuesday
POM Tea ,94,2,13,Ruby Tuesday
Smokehouse Triple Prime Burger* ,1214,81,73,Ruby Tuesday
Top Sirloin* - F&amp;T ,562,31,13,Ruby Tuesday
Creamy Mashed Cauliflower - F&amp;T ,136,8,14,Ruby Tuesday
Petite Spaghetti Squash Marinara - F&amp;T ,177,9,17,Ruby Tuesday
Plain Grilled Salmon ,291,17,0,Ruby Tuesday
Sauteed Baby Portabella Mushrooms ,140,10,6,Ruby Tuesday
Four Way Sampler ,288,14,18,Ruby Tuesday
Petite Carolina Chicken Salad ,443,15,24,Ruby Tuesday
Chicken Vegetable Harvest Soup ,200,8,22,Ruby Tuesday
Louisiana Fried Shrimp ,560,29,47,Ruby Tuesday
Petite Sirloin* &amp; Jumbo Skewered Shrimp ,462,28,3,Ruby Tuesday
Small Fried Shrimp add-on ,280,15,24,Ruby Tuesday
Parmesan Chicken Pasta ,1418,77,111,Ruby Tuesday
Smokehouse Burger* ,1175,73,82,Ruby Tuesday
Baked Potato - with butter &amp; sour cream ,418,17,54,Ruby Tuesday
Fresh Grilled Asparagus (when in season) ,78,5,5,Ruby Tuesday
Asian Chicken Lettuce Wraps ,244,4,4,Ruby Tuesday
Kid Chop Steak ,464,33,18,Ruby Tuesday
Kid Side of Grapes ,27,0,7,Ruby Tuesday
Bella Chicken Crepê ,1007,58,58,Ruby Tuesday
Kids Eggscellent Combo ,541,35,33,Ruby Tuesday
Handcrafted Fruit Tea - Wild Berry ,142,2,9,Ruby Tuesday
Cupcakes - Four Pack (2 of each) ,1220,53,179,Ruby Tuesday
Freshly Made Lemonade - Blackberry ,203,0,9,Ruby Tuesday
Peach Splash ,152,0,9,Ruby Tuesday
Jumbo Lump Crab Burger ,736,43,62,Ruby Tuesday
Parmesan Shrimp Pasta (with linguini) ,1001,54,75,Ruby Tuesday
"6"" Meatball Marinara",480,18,59,Subway
"6"" Tuscan Chicken Melt",380,8,52,Subway
Chipotle Steak &amp; Cheese Salad,300,18,15,Subway
Turkey Jalapeno Melt Salad,250,16,13,Subway
Chocolate Chunk Cookie,220,10,30,Subway
Chicken Noodle (8 oz),100,1,12,Subway
Loaded Baked Potato (8 oz),220,11,23,Subway
"Egg White with Cheese and Avocado 3"" Flatbread",200,8,23,Subway
"6"" Sunrise Subway Melt ®  (with Egg White) Omelet Sandwich",430,13,48,Subway
"Bacon, Egg &amp; Cheese with Avocado 3"" Flatbread",240,12,23,Subway
"6"" Italian B.M.T.®",410,16,46,Subway
"6"" Turkey Jalapeno Melt",430,18,48,Subway
"6"" Turkey Breast &amp; Ham",280,4,46,Subway
Turkey Breast Mini Sub,180,2,30,Subway
Chipotle Chicken &amp; Cheese Salad,300,18,15,Subway
Steak &amp; Bacon Melt Salad,270,10,16,Subway
Chocolate Chip Cookie,220,10,30,Subway
Beef Chili (8 oz),350,24,17,Subway
Green Chili and Tomato (8 oz),90,2,14,Subway
"Egg White with Cheese and Avocado 3"" Flatbread",200,8,23,Subway
"6"" Steak, Egg (White) &amp; Cheese Omelet Sandwich",390,10,47,Subway
"6"" Western, Egg &amp; Cheese Omelet Sandwich",390,13,46,Subway
"6"" Cold Cut Combo",360,12,46,Subway
"6"" Subway Melt® (includes cheese)",370,11,47,Subway
Big Philly Cheesesteak Salad,330,16,17,Subway
Sriracha Chicken Melt Salad,260,14,13,Subway
Apple Slices - 1 package,35,0,9,Subway
Sugar Cookie,220,12,28,Subway
Creamy Wild and Brown Rice (8 oz),180,10,16,Subway
"Breakfast B.M.T. ® Melt (with Egg White) 3"" Flatbread",230,10,22,Subway
"6"" Egg White &amp; Cheese (with ham) Omelet Sandwich",350,9,45,Subway
"6"" Steak, Egg &amp; Cheese Omelet Sandwich",430,15,47,Subway
"6"" Fritos® Chicken Enchilada Melt",580,26,60,Subway
"6"" Tuna",480,25,44,Subway
Roast Beef Mini Sub,200,3,30,Subway
Chicken Cordon Bleu Melt Salad,270,8,25,Subway
Sriracha Steak Melt Salad,300,16,17,Subway
Birthday Berry Cookie,200,8,32,Subway
White Macadamia Nut Cookie,220,11,29,Subway
Golden Broccoli and Cheese (8 oz),150,7,15,Subway
"Egg (White) &amp; Cheese 3"" Flatbread",170,5,21,Subway
"6"" Egg White with Cheese and Avocado Omelet Sandwich",380,13,47,Subway
"6"" Sunrise Subway Melt ® Omelet Sandwich",470,17,48,Subway
"6"" Chicken Cordon Bleu Melt",410,9,53,Subway
"6"" Steak &amp; Bacon Melt",500,16,51,Subway
"6"" Oven Roasted Chicken",320,5,47,Subway
B.L.T. with Avocado Salad,260,19,16,Subway
Fritos® Chicken Enchilada Melt Salad,510,36,26,Subway
Spicy Italian Flatizza™,490,25,43,Subway
Peanut Butter Cookie,220,12,26,Subway
"Bacon, Egg (White) and Cheese 3"" Flatbread",190,7,21,Subway
"6"" Breakfast B.M.T.® Melt (with Egg White) Omelet Sandwich",450,17,46,Subway
"6"" Breakfast B.M.T.® Melt Omelet Sandwich",490,22,46,Subway
"Steak, Egg and Cheese 3"" Flatbread",210,8,22,Subway
"6"" B.L.T.",320,9,43,Subway
"6"" Spicy Italian",480,24,46,Subway
Tuscan Chicken Salad,230,7,23,Subway
Turkey Breast Salad,110,2,12,Subway
Double Chocolate Cookie,210,9,30,Subway
Chili Con Carne (10 oz),350,24,17,Subway
Minestrone (8 oz),90,1,17,Subway
"Steak, Egg (White) and Cheese 3"" Flatbread",190,6,22,Subway
"6"" Western, Egg (White) &amp; Cheese Omelet Sandwich",350,9,46,Subway
"Bacon, Egg and Cheese 3"" Flatbread",210,9,21,Subway
"6"" Chicken &amp; Bacon Ranch Melt (includes cheese)",570,28,47,Subway
"6"" Sriracha Steak Melt",430,14,49,Subway
Applewood Pulled Pork Salad,250,8,23,Subway
Pepperoni Flatizza™,500,26,43,Subway
Oatmeal Raisin Cookie,200,8,30,Subway
"Bacon, Egg (white) &amp; Cheese with Avocado 3"" Flatbread",220,9,23,Subway
"6"" Bacon, Egg (White) and Cheese Omelet Sandwich",370,11,45,Subway
"6"" Black Forest Ham, Egg &amp; Cheese Omelet Sandwich",390,13,45,Subway
"Egg &amp; Cheese 3"" Flatbread",190,7,21,Subway
"6"" Chipotle Steak &amp; Cheese with Avocado",550,26,53,Subway
"6"" Steak and Cheese",380,10,48,Subway
"6"" Roast Beef",320,5,45,Subway
Big Hot Pastrami Melt Salad,400,29,12,Subway
Spicy Tuna Salad,380,31,13,Subway
Sweet Onion Chicken Teriyaki Salad,230,3,32,Subway
Veggie Flatizza™,410,17,44,Subway
Raspberry Cheesecake Cookie,200,9,29,Subway
"Black Forest Ham, Egg White &amp; Cheese 3"" Flatbread",180,5,22,Subway
"6"" Egg (White) &amp; Cheese Omelet Sandwich",320,8,44,Subway
"6"" Egg &amp; Cheese Omelet Sandwich",360,12,44,Subway
"Sunrise Subway Melt® 3"" Flatbread",240,10,23,Subway
"6"" Big Hot Pastrami",580,31,47,Subway
"6"" Spicy Tuna",520,28,46,Subway
Black Forest Ham Salad,110,3,12,Subway
Veggie Delite® Salad,60,1,10,Subway
Gingerbread Cookie,200,7,32,Subway
Clam Chowder (8 oz),200,11,20,Subway
Poblano Corn Chowder (8 oz),150,7,18,Subway
"Sunrise Subway Melt® (with Egg White) 3"" Flatbread",220,8,23,Subway
"6"" Bacon, Egg &amp; Cheese Omelet Sandwich",410,16,45,Subway
"Black Forest Ham, Egg &amp; Cheese 3"" Flatbread",200,8,22,Subway
"6"" Big Philly Cheesesteak",500,17,51,Subway
"6"" Sriracha Chicken Melt",400,11,46,Subway
Chicken Teriyaki with Spinach,220,3,23,Subway
Cheese Flatizza™,390,16,42,Subway
M &amp; M™ Cookie,210,10,32,Subway
Vegetable Beef (8 oz),90,2,15,Subway
"6"" Bacon, Egg (white) &amp; Cheese with Avocado Omelet Sandwich",430,17,48,Subway
"6"" Bacon, Egg &amp; Cheese with Avocado Omelet Sandwich",470,21,48,Subway
"Breakfast B.M.T. ® Melt (with regular egg) 3"" Flatbread",250,12,22,Subway
Classic Limeade Sparkler 16 oz,150,0,39,Taco Bell
Beefy 5-Layer Burrito,550,22,68,Taco Bell
Chalupa Supreme - Chicken,370,21,29,Taco Bell
Fresco Crunchy Taco,150,8,13,Taco Bell
Nachos Supreme,440,25,42,Taco Bell
Cheese Quesadilla,480,27,40,Taco Bell
Mexican Pizza,540,31,47,Taco Bell
Crunchy Taco Supreme®,200,12,15,Taco Bell
Grilled Steak Soft Taco,250,14,19,Taco Bell
Cheesy Nachos,280,17,29,Taco Bell
Cherry Limeade Sparkler 20 oz,270,0,66,Taco Bell
Bean Burrito,370,11,56,Taco Bell
XXL Grilled Stuft Burrito - Steak,820,36,92,Taco Bell
